No. Of Ads,Ranking,,Keywords,Header,Text,URL,Location,Timestamp
1,1,1,Milwaukee Mexican restaurant,Bing ™ Search Local,Find Local Business Listings Right in the Search Results on Bing.com ,www.bing.com/Local,,1269152777
1,1,1,Milwaukee Middle Eastern restaurant,Milwaukee Local Business,"Find Phone Numbers, Links, Prices, Maps &amp; More - Faster on Bing ™! ",www.bing.com/Local,,1269140735
2,1,0.5,Milwaukee romantic restaurant,Fleming&#39;s in Wisconsin,The greatest steak you ever had. Easy online reservations. ,FlemingsSteakhouse.com,Wisconsin,1269154086
2,2,1,Milwaukee romantic restaurant,Ann&#39;s Italian Restaurant,"Not Just Milwaukee&#39;s Best Pizza. Lasagna, Ravioli, Wine, Open Late ",www.annsitalian.com,"Milwaukee, WI",1269154086
1,1,1,Milwaukee Spanish restaurant,Milwaukee Spanish Restaurant,Find Local Business Listings Right in the Search Results on Bing.com ,www.bing.com/Local,,1269152204
3,1,0.333333333,Milwaukee Steak restaurant,Ruth&#39;s Chris Steak House,Enjoy a complete three-course meal for only $39.95! Reserve today. ,www.ruthschris.com,,1269054213
3,2,0.666666667,Milwaukee Steak restaurant,Dine at Fleming&#39;s Tonight,"Reserve online: Enjoy our prime steak, seafood &amp; world-class wine. ",FlemingsSteakhouse.com,Wisconsin,1269054213
3,3,1,Milwaukee Steak restaurant,Steakhouse Restaurants,Savory. Succulent. Satisfying. Search Steakhouses on Citysearch! ,milwaukee.Citysearch.com,"Milwaukee, WI",1269054213
2,1,0.5,Milwaukee Steakhouse restaurant,Fleming&#39;s in Wisconsin,The greatest steak you ever had. Easy online reservations. ,FlemingsSteakhouse.com,Wisconsin,1269053309
2,2,1,Milwaukee Steakhouse restaurant,Milwaukee Steakhouses,"Find Phone Numbers, Links, Prices, Maps &amp; More - Faster on Bing™! ",www.bing.com/Local,,1269053309
1,1,1,Milwaukee Sushi restaurant,Wasabi Sake Lounge,Incredible Sushi / Japanese Cuisine Fine Dining or Casual Night Out ,www.WasabiSakeLounge.com,"Milwaukee, WI",1269051786
1,1,1,Milwaukee Tapas restaurant,70% OFF Restaurant.com,$25 Gift Certificates for Just $3 Save Big on Dining Out Today! ,www.Restaurant.com,,1269150854
1,1,1,Milwaukee Thai restaurant,Milwaukee Thai Restaurant,Find Local Business Listings Right in the Search Results on Bing.com ,www.bing.com/Local,,1269049630
1,1,1,Milwaukee Vegan restaurant,Vegetarian Restaurants,VegGuide.Org: Your guide to veg food and shopping world-wide ,www.VegGuide.org,,1269055528
2,1,0.5,Milwaukee Vegetarian restaurant,Vegetarian Restaurants,VegGuide.Org: Your guide to veg food and shopping world-wide ,www.VegGuide.org,,1269054742
2,2,1,Milwaukee Vegetarian restaurant,Wasabi Sake Lounge,Freshest Fish Finest Ingredients Come See Why We Are #1 ,www.WasbiSakeLounge.com,"Milwaukee, WI",1269054742
1,1,1,Minneapolis Bar restaurant,Bar Restaurants Minneapolis,Innovative Food &amp; Beverages. Great Service. Make a Reservation Today. ,www.thehotelminneapolis.com,,1269132825
1,1,1,Minneapolis best restaurant,Minneapolis Restaurant,"Sunsets, a Mpls favorite - Brunch Dinner, Lunch, taking reservations ",www.sunsetsrestaurant.com,"Minneapolis-St. Paul, MN",1269156010
1,1,1,Minneapolis Brazilian steakhouse,Seven The Steakhouse,"28 day wet-aged steaks, creamy pastas, and fresh seafood ",www.7steakhouse.com,,1269150547
2,1,0.5,Minneapolis Chinese restaurant,Chinese Restaurant,Fresh Ingredients &amp; Amazing Staff. Visit Us For A Lifetime Experience! ,DavidFongs.com/ChineseRestaurant,"Minneapolis-St. Paul, MN",1269050622
2,2,1,Minneapolis Chinese restaurant,Bing™ Search Local,Find Restaurants in Your Area. Reviews &amp; Maps of Local Businesses. ,www.bing.com/Local,,1269050622
1,1,1,Minneapolis Ethiopian restaurant,Minneapolis Businesses,"Find Phone Numbers, Links, Prices, Maps &amp; More - Faster on Bing ™! ",www.bing.com/Local,,1269132272
3,1,0.333333333,Minneapolis fine dining restaurant,Minneapolis French Dining,Collete Bar &amp; Bistro - A New Twist on French Cuisine. Reserve Now! ,www.SofitelmplsDining.com,,1269153795
3,2,0.666666667,Minneapolis fine dining restaurant,Ruth&#39;s Chris Steak House,The greatest steak you&#39;ve ever had. Reserve your Minneapolis table now. ,www.ruthschris.com,,1269153795
3,3,1,Minneapolis fine dining restaurant,WA Frost and Company,"Fine American Cuisine, Bar/Lounge. Award-Winning Wine List. St. Paul. ",www.WAFrost.com,,1269153795
2,1,0.5,Minneapolis French restaurant,French Restaurants,Find local french restaurants in the Minneapolis area. ,www.DexKnows.com,,1269147592
2,2,1,Minneapolis French restaurant,French Food,Plan ahead &amp; enjoy a great French dish! See our local lists. ,Yellowbook.com,,1269147592
1,1,1,Minneapolis Greek restaurant,Bing™ Search Local,Minneapolis Greek Restaurant. Reviews &amp; Maps of Local Businesses. ,www.bing.com/Local,,1269148418
2,1,0.5,Minneapolis Italian restaurant,Italian Restaurant,Italian &amp; American Cuisine. Come in or Enjoy Our Exceptional Catering! ,www.LocalAdLink.com,,1269049323
2,2,1,Minneapolis Italian restaurant,Minneapolis Italian Restaurant,Find local italian restaurants in the Minneapolis area. ,www.DexKnows.com,,1269049323
2,1,0.5,Minneapolis Japanese restaurant,Japanese Restaurants,Save time! Review our listings of local restaurants. ,Yellowbook.com,,1269052984
2,2,1,Minneapolis Japanese restaurant,Japanese Restaurants,Minneapolis japanese restaurants. Find local businesses on DexKnows. ,www.DexKnows.com,,1269052984
1,1,1,Minneapolis Korean restaurant,Bing™ Restaurant Search,Find Restaurants in Your Area. Reviews &amp; Maps of Local Restaurants ,www.bing.com/Local,,1269051480
1,1,1,Minneapolis Mediterranean restaurant,Mediterranean Restaurants,Mediterranean Cafes &amp; Delivery. Search Our Restaurant Listings Now! ,yellowpages.com,"Minneapolis-St. Paul, MN",1269147037
1,1,1,Minneapolis Mexican restaurant,Bing™ Restaurant Search,Find Restaurants in Your Area. Reviews &amp; Maps of Local Restaurants ,www.bing.com/Local,,1269153012
2,1,0.5,Minneapolis Middle Eastern restaurant,Bing ™ Search Local,Minneapolis Businesses Are Easier to Find on Bing-the Decision Engine ,www.bing.com/Local,,1269141379
2,2,1,Minneapolis Middle Eastern restaurant,Middle Eastern Restaurant,Minneapolis middle-eastern food. Find local businesses on DexKnows. ,www.DexKnows.com,"Minneapolis, MN",1269141379
3,1,0.333333333,Minneapolis romantic restaurant,Romance Her at Fleming&#39;s,Reserve now for a perfect romantic evening of dining at Fleming&#39;s. ,www.FlemingsSteakhouse.com,,1269154663
3,2,0.666666667,Minneapolis romantic restaurant,WA Frost and Company,"Fine American Cuisine, Bar/Lounge. Award-Winning Wine List. St. Paul. ",www.WAFrost.com,,1269154663
3,3,1,Minneapolis romantic restaurant,Romantic Restaurant,Traditional Irish Restaurant &amp; Bar Great Lunch Specials - Excelsior. ,www.JakeOConnors.com,,1269154663
1,1,1,Minneapolis Spanish restaurant,Bing™ Search Local,Minneapolis Spanish Restaurant. Reviews &amp; Maps of Local Businesses. ,www.bing.com/Local,,1269152466
2,1,0.5,Minneapolis Steak restaurant,Ruth&#39;s Chris Steak House,The greatest steak you&#39;ve ever had. Reserve your Minneapolis table now. ,www.ruthschris.com,,1269054460
2,2,1,Minneapolis Steak restaurant,WA Frost &amp; Company,"Fine American Cuisine, Bar/Lounge. Award-Winning Wine List. St. Paul. ",www.WAFrost.com,"374 Selby Avenue, St Paul, MN 55102",1269054460
2,1,0.5,Minneapolis Steakhouse restaurant,Ruth&#39;s Chris Steak House,The greatest steak you&#39;ve ever had. Reserve your Minneapolis table now. ,www.ruthschris.com,,1269053537
2,2,1,Minneapolis Steakhouse restaurant,Minneapolis Restaurants,Find listings &amp; reviews for top restaurants in Minneapolis. ,yellowpages.com,"Minneapolis-St. Paul, MN",1269053537
1,1,1,Minneapolis Sushi restaurant,Sushi Restaurants,Save time! Review our listings of local restaurants. ,Yellowbook.com,,1269052026
2,1,0.5,Minneapolis Thai restaurant,Thai Restaurants,Save time! Review our listings of local restaurants. ,Yellowbook.com,,1269050059
2,2,1,Minneapolis Thai restaurant,Thai Restaurants,Sort Local Thai Restaurant by Rating or Distance in your city! ,twincities.Citysearch.com,,1269050059
1,1,1,Minneapolis Vegan restaurant,Minneapolis Vegan Restaurant,Minneapolis Restaurants Are Easier to Find on Bing-the Decision Engine ,www.bing.com/Local,,1269055785
1,1,1,Minneapolis Vegetarian restaurant,Veg Food in Minneapolis,Find veg-friendly restaurants and shopping in Minneapolis ,www.VegGuide.Org,,1269054981
1,1,1,Nashville Bar restaurant,Nashville Restaurants,Find listings &amp; reviews for top restaurants in Nashville. ,yellowpages.com,"Nashville, TN",1269132622
1,1,1,Nashville Brazilian steakhouse,Nashville Brazilian Restaurant,Find Local Business Listings Right in the Search Results on Bing.com ,www.bing.com/Local,,1269150338
1,1,1,Nashville Chinese restaurant,Nashville Chinese Restaurant,"Find Phone Numbers, Links, Prices, Maps &amp; More - Faster on Bing™! ",www.bing.com/Local,,1269050400
1,1,1,Nashville Ethiopian restaurant,Nashville Ethiopian Restaurant,"Find Phone Numbers, Links, Prices, Maps &amp; More - Faster on Bing ™! ",www.bing.com/Local,,1269056960
2,1,0.5,Nashville fine dining restaurant,Fine Dining Nashville,Save 50-90% On Top-Rated Nashville Restaurants. Tasty Deals Every Day! ,www.Groupon.com/Nashville,"Nashville, TN",1269153585
2,2,1,Nashville fine dining restaurant,Restaurant Furniture,"Wholesale Chairs, Tables &amp; More. Indoor &amp; Outdoor. Free Quote. ",www.beaufurn.com,,1269153585
1,1,1,Nashville French restaurant,Nashville French Restaurant,Nashville Restaurants Are Easier to Find on Bing-the Decision Engine ,www.bing.com/Local,,1269147381
1,1,1,Nashville healthy restaurant,Nashville Restaurants,Find listings &amp; reviews for top restaurants in Nashville. ,yellowpages.com,"Nashville, TN",1269154996
1,1,1,Nashville Indian restaurant,Nashville Indian Restaurant,Find Local Restaurant Listings Right in the Search Results on Bing ,www.bing.com/Local,,1269056151
1,1,1,Nashville Irish bar restaurant,Nashville Irish Restaurant,Find Local Restaurant Listings Right in the Search Results on Bing ,www.bing.com/Local,,1269134063
1,1,1,Nashville Italian restaurant,Local Italian Dining,"Local Italian Food &amp; Dining - Gourmet, Family Style, Cafes, more. ",yellowpages.com,"Nashville, TN",1269048978
2,1,0.5,Nashville Japanese restaurant,Bing ™ Search Local,Find Local Business Listings Right in the Search Results on Bing.com ,www.bing.com/Local,,1269052707
2,2,1,Nashville Japanese restaurant,Japanese Restaurants,Japanese Food. More Than Raw Fish. Citysearch. Know Before You Go. ,nashville.Citysearch.com,,1269052707
1,1,1,Nashville Korean restaurant,Nashville - Korean Food,Looking for Korean Food in Nashville? Find it here! ,www.local.com,"Nashville, TN",1269050973
1,1,1,Nashville Mexican restaurant,Nashville Mexican Restaurant,"Find Phone Numbers, Links, Prices, Maps &amp; More - Faster on Bing ™! ",www.bing.com/Local,,1269152805
2,1,0.5,Nashville romantic restaurant,Fleming&#39;s in Tennessee,The greatest steak you ever had. Easy online reservations. ,FlemingsSteakhouse.com,Tennessee,1269154117
2,2,1,Nashville romantic restaurant,Nashville Romantic,Look for Top-rated Romantic Dining near you with our Ratings! ,nashville.Citysearch.com,"Nashville, TN",1269154117
1,1,1,Nashville Spanish restaurant,Nashville Spanish Restaurant,Find Local Business Listings Right in the Search Results on Bing.com ,www.bing.com/Local,,1269152237
2,1,0.5,Nashville Steak restaurant,Fleming&#39;s in Tennessee,Celebrate with the best steaks and wine at Fleming&#39;s Prime Steakhouse. ,FlemingsSteakhouse.com,Tennessee,1269054240
2,2,1,Nashville Steak restaurant,Steakhouse Restaurants,Look for Top-rated Steakhouse near you with our Ratings! ,nashville.Citysearch.com,,1269054240
1,1,1,Nashville Steakhouse restaurant,Ruth&#39;s Chris Steak House,Enjoy a complete three-course meal for only $39.95! Reserve today. ,www.ruthschris.com,,1269053344
1,1,1,Nashville Sushi restaurant,Sushi Restaurants,Sort Local Sushi by Rating or Distance in your city! ,nashville.Citysearch.com,,1269051817
1,1,1,Nashville Tapas restaurant,Nashville Tapas Bars,Find Local Business Listings Right in the Search Results on Bing.com ,www.bing.com/Local,,1269150883
1,1,1,Nashville Vegan restaurant,Vegetarian Restaurants,VegGuide.Org: Your guide to veg food and shopping world-wide ,www.VegGuide.org,,1269055562
1,1,1,Nashville Vegetarian restaurant,Vegetarian Restaurants,VegGuide.Org: Your guide to veg food and shopping world-wide ,www.VegGuide.org,,1269054766
2,1,0.5,New York Bar restaurant,New York Weekly Deals,"Get 50-90% off the top restaurants, spas, &amp; entertainment. New weekly! ",www.BuyWithMe.com,"New York, NY",1269132364
2,2,1,New York Bar restaurant,New York Bar Menu,Read Local review on Bar Menu on Citysearch. Try it now! ,newyork.Citysearch.com,,1269132364
2,1,0.5,New York best restaurant,&#39;21&#39; Club,Dine in the heart of Midtown at the famous &#39;21&#39; restaurant. Book online ,www.21club.com,"21 West 52nd Street, New York City, NY",1269155286
2,2,1,New York best restaurant,Aureole New York,Charlie Palmer&#39;s Progressive American Dining on One Bryant Park ,www.charliepalmer.com,,1269155286
1,1,1,New York Brazilian steakhouse,Manhattan Steak House,Butter Restaurant in New York City Call Us Today at (212) 253-2828! ,ButterRestaurant.com,,1269148504
2,1,0.5,New York Chinese restaurant,FireBird Times Square NY,One block form Times square Dining In the Theater District ,www.firebirdrestaurant.com,,1269050134
2,2,1,New York Chinese restaurant,Chinese Restaurants,Look for Top-rated Chinese Restaurants near you. ,NewYork.Citysearch.com,,1269050134
4,1,0.25,New York Comfort food,New York Weekly Deals,"Get 50-90% off the top restaurants, spas, &amp; entertainment. New weekly! ",www.BuyWithMe.com,"New York, NY",1269141484
4,2,0.5,New York Comfort food,&#39;21&#39; Club,Dine in the heart of Midtown at the famous &#39;21&#39; restaurant. Book online ,www.21club.com,"21 West 52nd Street, New York City, NY",1269141484
4,3,0.75,New York Comfort food,manhattan restaurant,"from VinDivine -Winery Reviews Too. Hip, Offbeat &amp; Honest - Live it Up! ",www.vindivine.com,"New York, NY",1269141484
4,4,1,New York Comfort food,Comfort Meal,Simple Homestyle Family Recipes. Search Pillsbury® - Home is Calling ,www.Pillsbury.com,,1269141484
4,1,0.25,New York fine dining restaurant,&#39;21&#39; Club,Dine in the heart of Midtown at the famous &#39;21&#39; restaurant. Book online ,www.21club.com,"21 West 52nd Street, New York City, NY",1269153327
4,2,0.5,New York fine dining restaurant,New York City Restaurant,Charming Italian restaurant located in Manhattan&#39;s Theater District ,www.dopoteatro.com,,1269153327
4,3,0.75,New York fine dining restaurant,New York Fine Dining,Look for Top-rated Fine Dining near you with our Ratings! ,newyork.Citysearch.com,"New York, NY",1269153327
4,4,1,New York fine dining restaurant,Casa La Femme Restaurant,Romantic Egyptian Restaurant in NY Belly dancers and private events. ,www.casalafemmeny.com,"New York, NY",1269153327
2,1,0.5,New York French restaurant,New York French Restaurant,Find Local Restaurant Listings Right in the Search Results on Bing ,www.bing.com/Local,,1269147126
2,2,1,New York French restaurant,Manhattan Funeral Homes,"Phone, Contact Name, Street Address Get consumer ratings too - all free ",Otrib.com,,1269147126
2,1,0.5,New York Greek restaurant,New York Greek Restaurant,Find Local Restaurant Listings Right in the Search Results on Bing ,www.bing.com/Local,,1269147696
2,2,1,New York Greek restaurant,New York Greek Restaurant,Greek restaurants New York City. Recommendations &amp; special offers. ,www.MenuPalace.com,,1269147696
1,1,1,New York healthy restaurant,Healthy New York,Find affordable health insurance! Compare offers. Easy online form. ,www.HealthQuoteExpert.com,,1269154746
2,1,0.5,New York Indian restaurant,Royal Bengal Restaurant,$5 off with $30 or More/Take Out 617) 491-1988 ,www.bengalicafe.com,New York,1269055879
2,2,1,New York Indian restaurant,Bing ™ Search Local,Find Local Business Listings Right in the Search Results on Bing.com ,www.bing.com/Local,,1269055879
1,1,1,New York Irish bar restaurant,New York Irish Bars,Look for Top-rated Irish Bars near you with our Ratings! ,newyork.Citysearch.com,"New York, NY",1269133802
4,1,0.25,New York Italian restaurant,Nocello,(212) 713-0224 Best Italian Restaurant in New York ,www.nocello.net,"257 W 55th St, New York, NY",1269048685
4,2,0.5,New York Italian restaurant,Top Italian Restaurants,Experience Award Winning Food-Wine Excellent Food View Menu Here! ,www.CafeOnTheGreenRestaurant.com,"New York, NY",1269048685
4,3,0.75,New York Italian restaurant,Italian Restaurant New York,Find Italian Restaurant New Yorks at Great Prices. ,www.Pronto.com,,1269048685
4,4,1,New York Italian restaurant,New York Italian Restaurant,Italian dining New York City. Recommendations &amp; special offers. ,NewYork.MenuPalace.com,,1269048685
3,1,0.333333333,New York Japanese restaurant,GrubHub Food Delivery,Thousands of NYC Restaurants that Deliver. Order Online or by Phone! ,www.GrubHub.com,,1269052130
3,2,0.666666667,New York Japanese restaurant,Benihana in New York,Get directions to a local Benihana near you. Get more information now! ,www.Benihana.com,,1269052130
3,3,1,New York Japanese restaurant,Hiroshi Japanese Fusion,Read reviews for this Sushi Restaurant &amp; find more Restaurants! ,Newyork.Citysearch.com,"New York, NY",1269052130
1,1,1,New York Korean restaurant,Korean Restaurants,Look for Top-rated Korean Restaurant near you with our Rating ,newyork.Citysearch.com,"New York, NY",1269050726
2,1,0.5,New York Mediterranean restaurant,Mediterranean Restaurants,Gaga For Grape Leaves? Ogle Olives? Citysearch-Your Cuisine Connection. ,newyork.Citysearch.com,"New York, NY",1269142052
